id|launch name|water body|lat|lng|rating
6253|Bal Alex||30.39781|-87.04837|3
6254|Gulf Islands National Seashore - Fort Pickens||30.326678|-87.179911|2.5
6256|Oriole Beach||30.3737|-87.09198|3
6257|Shoreline Park South||30.351406|-87.174494|3.5
6258|Woodland Beach||30.387256|-86.996778|3
6259|East Bay River||30.441161|-86.866722|3
6260|Holley #2||30.445828|-86.908731|0
6261|Holley #1||30.448958|-86.915733|3
6262|Garner's Landing||30.56957|-86.92359|2.5
6263|The Fish Camp||30.559792|-86.988047|0
6264|Brown's Fish Camp||30.557456|-86.9829|3
6265|Bagdad||30.596375|-87.028597|3
6266|Avalon #2 (N. 26th Avenue)||30.545447|-87.092808|0
6267|Archie Glover Park||30.53495|-87.12358|3.5
6268|Indian Bay||30.52403|-87.09289|2.5
6269|Garcon Point||30.44477|-87.10162|3
6270|Dickerson City||30.480883|-87.058336|3
6271|Avalon #3||30.546486|-87.117272|0
6272|Floridatown Park||30.581047|-87.161531|3
6273|Jim's Fish Camp||30.575181|-87.183947|3.5
6274|Bayview Park||30.432644|-87.188214|3
6275|Bayou Texar||30.426292|-87.186228|3.5
6276|17th Avenue / Wayside Park||30.41983|-87.19372|3
6277|Gulf Breeze||30.37253|-87.17746|3.5
6278|Sanders Beach Complex||30.400072|-87.237814|3
6279|Pensacola Marine Complex||30.4074|-87.255369|0
6280|Weller Avenue||30.365736|-87.330286|2.5
6281|Navy Point||30.38085|-87.28209|3
6282|Big Lagoon State Park||30.311756|-87.421872|3
6283|Galvez Road|Perdido Pass|30.313753|-87.441989|3.5
6284|Coronada Boulevard||30.317311|-87.447758|3
6285|Millview||30.421531|-87.349322|3
6286|Herron Bayou||30.402561|-87.374597|3.5
6287|Bay Head (South)||30.304844|-85.573603|0
6288|Bay Head (North)||30.317289|-85.577533|0
6289|High Point Park||30.29357|-85.58305|0
6290|Ira Hutchinson Park||30.26665|-85.60325|0
6291|Mccall Everitt Park||30.27011|-85.60908|0
6292|Deer Point Lake||30.27065|-85.60685|0
6293|Shoreline Circle||30.19883|-85.70592|3
6294|Carl Gray Park||30.18693|-85.73061|4.5
6295|Hathaway Bridge||30.1876|-85.74838|3
6296|St. Andrews State Park||30.132719|-85.731353|3
6297|Safari Street||30.156897|-85.766953|0
6298|Quail Street||30.155942|-85.764214|0
6299|Dolphin Drive||30.15092|-85.75763|0
6300|Grayton Beach State Park||30.32649|-86.1556|3.5
6301|Eastern Lake||30.30936|-86.08969|0
6302|Harbor Island Ferry Terminal||30.37275|-86.11489|3.5
6303|Four Mile Creek||30.49185|-86.139958|0
6304|Lafayette Creek / Shipyard Road||30.48634|-86.13663|0
6305|Alaqua Creek Park||30.51246|-86.18668|3
6306|Portland Park||30.50734|-86.19365|3.5
6307|Nick's Fishing Lodge Restaurant||30.48682|-86.25094|3
6308|Choctaw Beach Park||30.47687|-86.33089|0
6309|Fred Gannon Rocky Bayou State Park||30.50146|-86.43741|3
6310|Lake Powell Park||30.26787|-85.97482|3
6311|Swift Bayou||30.509972|-86.455297|0
6312|Lions Park||30.51086|-86.48101|3
6313|Legion Park||30.386972|-86.358767|3.5
6314|Joe's Bayou Recreation Area||30.41049|-86.49123|3.5
6315|Weedon Island Preserve||27.8442|-82.611092|4
6316|Gandy Wayside Park||27.87717|-82.58827|3.5
6317|Cliff Stephens Park||27.97336|-82.72278|0
6318|Alligator Lake||27.984014|-82.699472|3
6319|Gulf Islands National Seashore - Perdido Key||30.302881|-87.414722|3.5
6320|Red Beach Lake||27.436208|-81.405214|3
6321|Veteran's Beach||27.497514|-81.476739|3
6322|Lake Sebring||27.52395|-81.490517|3
6323|Lake Glenada||27.56325|-81.511986|0
6324|Lake Lelia||27.57374|-81.51115|0
6325|Donaldson Park / Lake Verona||27.59723|-81.49927|0
6326|Lake Damon||27.632797|-81.5159|3.5
6327|Pioneer Lake||27.625697|-81.494081|3
6328|Arbuckle Creek / Avon Park Bombing Range||27.639244|-81.364628|3.5
6329|Little Bonnet Lake||27.562317|-81.473122|3
6330|Lake Lotela||27.567703|-81.481722|0
6331|Lake Lotela (Ben Hicks Street)||27.58177|-81.49097|0
6332|Lake Letta||27.56741|-81.45844|0
6333|Lake Bonnet Village Co-Op||27.54685|-81.443617|0
6334|Little Red Water Lake||27.547453|-81.478894|3
6335|Dinner Lake||27.52228|-81.44245|3
6336|Arbuckle Creek||27.526925|-81.359422|3
6337|Lake Josephine #1||27.395192|-81.451389|3
6338|Lake Josephine #2||27.386333|-81.434186|3
6339|Lake Josephine #3||27.400819|-81.419308|5
6340|Lake Persimmon||27.354836|-81.403956|0
6341|Lake Francis||27.340189|-81.398131|0
6342|H.L. Bishop Park||27.314258|-81.372611|4
6343|Lake Clay East||27.314458|-81.342914|0
6344|Lake Huntley #1||27.27318|-81.33614|0
6345|Lake Huntley #2||27.27423|-81.34007|0
6346|Kampgrounds Of America - Bay Pines||27.818483|-82.767658|2
6347|Lake Seminole Park||27.844569|-82.777622|3.5
6348|Walsingham Park||27.879222|-82.806911|3
6349|John S. Taylor Park||27.903989|-82.8037|3
6350|7th Street||27.91425|-82.842617|2
6351|Clearwater Beach Recreation Center||27.98484|-82.82384|2.5
6352|H.S. Pop Stansell Memorial Park||28.078639|-82.771478|3.5
6353|A.L. Anderson Park||28.13329|-82.73836|3
6354|Craig Park||28.145939|-82.761994|3
6355|Sunset Beach||28.143964|-82.790244|3.5
6356|Frances Avenue Park||28.24063|-82.71215|3
6357|Sims Park||28.25057|-82.72332|2.5
6358|Robert K. Rees Memorial Park||28.25494|-82.75138|3
6359|James E. Grey Preserve||28.236506|-82.699822|3.5
6360|John Chestnut, Sr. Park||28.08628|-82.70159|3.5
6361|River Rise||29.84401|-82.63127|3.5
6362|Ivey Memorial Park At Branford Spring||29.95455|-82.92798|3
6363|Indian Pass||29.683219|-85.222233|3
6364|T.H. Stone Memorial St. Joseph Peninsula State Park - Eagle Harbor||29.76427|-85.40282|3
6365|Frank Pate / Port St. Joe City Park||29.81111|-85.30523|3
6366|Highland View||29.83276|-85.31339|0
6367|Mexico Beach||29.951347|-85.422778|3
6368|Tyndall Air Force Base - Research Road||29.96671|-85.46468|3
6369|Philippe Park||28.013928|-82.682625|3.5
6370|Baycrest Drive||27.9912128|-82.5799484|3
6371|Courtney Campbell Causeway||27.972161|-82.611108|3.5
6372|Gandy Park||27.892442|-82.533011|3
6373|V.F.W. / Nature Preserve South Tampa||27.867108|-82.537217|3
6374|Picnic Island Park||27.857775|-82.551678|3.5
6375|Ballast Point Park||27.889422|-82.480956|2.5
6377|Emerson Point||27.532283|-82.646247|3
6378|Warner's Bayou||27.5095882|-82.6180877|3
6379|Kingfish||27.4974|-82.702403|3.5
6380|63rd Street Memorial Park||27.513361|-82.714108|3
6381|Coquina Bayside||27.447817|-82.688875|3
6382|Ken Thompson Park||27.333653|-82.574981|3
6383|Centennial Park||27.3462696|-82.5484314|3
6384|Anclote River Park||28.176222|-82.788664|3
6385|Palm Harbor Resort||28.086392|-82.770861|2.5
6386|Earl Gilbert Park||30.105294|-85.603736|0
6387|Donaldson Point||30.12025|-85.601717|3
6388|John B. Gore Park||30.136869|-85.570144|5
6389|Cherry Street||30.14571|-85.60829|0
6390|Harney Park - Tampa Bay Bypass Canal||28.013014|-82.353058|1
6391|Rotary Riverfront Park||28.054728|-82.364011|3
6392|Bob George Park||30.148297|-85.627594|0
6393|Lake Clay West||27.315042|-81.353628|0
6394|Lake June Park||27.30695|-81.37529|0
6395|Lake Placid #1||27.252514|-81.377856|0
6396|Lake Placid #2||27.26878|-81.3514|0
6397|C-41a / Harney Pond Canal||27.234594|-81.083378|0
6398|Kissimmee River Public Use Area - Platts Bluff||27.29743|-80.9941|0
6399|Kissimmee River Fishing Resort||27.237292|-80.987828|0
6400|R.K. Butler Park||27.300489|-81.0194|0
6401|Kissimmee River Public Use Area - S-65d||27.31163|-81.02888|0
6402|4es||27.378942|-81.097975|0
6403|Kissimmee River Public Use Area - S-65c||27.3992|-81.117094|0
6404|Istokpoga Canal||27.3992|-81.162839|0
6405|Istokpoga Park||27.44251|-81.28625|3
6406|Neibert's Fishing Resort||27.442408|-81.297183|3
6407|Lake Istokpoga East||27.41921|-81.25234|0
6408|Trails End Fishing Resort||27.387217|-81.232508|0
6409|Mossy Cove Fish Camp||27.353931|-81.23005|0
6410|Cypress Isle Fish Camp||27.323953|-81.267753|3
6411|Windy Point Park||27.306794|-81.313069|0
6412|Lake Istokpoga Fish Management Area||27.33741|-81.31548|0
6413|Henderson's Fish Camp||27.385811|-81.331375|0
6414|Indian Prairie Canal / C-40 / C-39a||27.20955|-81.149622|0
6415|Taylor Creek||27.240125|-80.823825|3
6416|Okeechobee Public Use Area - Culvert 7||27.18828|-80.83791|3.5
6417|Taylor Creek Resort Rv Park||27.208233|-80.797394|0
6418|Okeechobee Public Use Area - Nubbin Slough||27.19268|-80.76255|0
6419|Okeechobee Public Use Area - Henry Creek Lock||27.16311|-80.71589|0
6420|Port Mayaca Public Use Area North||27.090408|-80.661319|0
6421|J&S Fish Camp||27.088475|-80.657503|1
6422|Port Mayaca Public Use Area South||26.985844|-80.618133|0
6423|Timer Powers Park||27.018475|-80.442769|0
6424|Canal Point Recreation Area||26.865897|-80.631531|0
6425|Paul Rardin Park||26.749847|-80.683919|0
6426|South Bay||26.682244|-80.731361|0
6427|Arthur R. Marshall Loxahatchee National Wildlife Refuge - 20-Mile Bend Area||26.675733|-80.380917|3.5
6428|Okeeheelee Park||26.655369|-80.166499|3
6429|Stub Canal||26.68555|-80.073022|2
6430|Currie Park||26.73582|-80.04978|3
6431|Phil Foster Park|Inter-Coastal Waterway|26.7844|-80.041881|3.5
6432|Loxahatchee River - Southwest Fork||26.933725|-80.141728|0
6433|Burt Reynolds Park - East||26.941783|-80.083683|3.5
6434|Burt Reynolds Park - West||26.940492|-80.085019|3
6435|Bert Winters Park||26.874211|-80.066058|3
6436|Juno Park||26.852881|-80.066297|3
6437|John Prince Park||26.61528|-80.07789|3
6438|Bryant Park||26.61431|-80.0477|3.5
6439|Canal C-18||26.84041|-80.1666|3
6440|Kissimmee River Public Use Area||27.15137|-80.86918|1
6441|Kissimmee River Public Use Area - Paradise Run||27.208883|-80.916625|0
6442|Indian Prairie Canal / C-40||27.061097|-80.972131|0
6443|Coffee Pot Bayou Park||27.8001613|-82.6336669|3.5
6444|Seminole Docks||27.974281|-82.802489|2.5
6445|Belleair Causeway||27.917386|-82.826775|3
6446|Crisp Park||27.803869|-82.626983|3.5
6447|Sunlit Cove||27.8520832|-82.6336441|3
6448|Grandview Park||27.7342414|-82.6401901|3
6449|Jungle Prada Park||27.788269|-82.754192|3
6450|War Veterans' Memorial Park||27.81205|-82.768181|3.5
6451|Park Boulevard Park||27.842431|-82.839147|3
6452|123rd Avenue (Sunshine Beach)||27.7787456|-82.7787246|0
6453|100th Avenue (Mid-Island)||27.759175|-82.765186|0
6454|84th Avenue (Sunset Beach)||27.7473106|-82.7595367|0
6455|Egan Park||27.754897|-82.756353|3.5
6456|Fort Desoto Park||27.646053|-82.717222|4
6457|Cockroach Bay||27.687058|-82.520339|3.5
6458|Wildcat Creek||27.6760349|-82.4361114|2.5
6459|Terra Ceia Aquatic Preserve - Bishop Harbor|Bishop Harbor|27.601231|-82.551928|3
6460|H.E. Boyd Bridge||27.568453|-82.569097|3.5
6461|Maximo Park||27.712256|-82.682614|3.5
6462|Bay Vista Park||27.703844|-82.640081|3
6463|Higel Marine Park||27.1082496|-82.4618377|3
6464|Loreto Court||27.126772|-82.440892|2.5
6466|Blackburn Point Park||27.1807|-82.495478|4
6467|Turtle Beach||27.2184696|-82.5162124|4
6468|Marshall's Landing||27.446139|-82.490656|0.5
6469|Braden River||27.496106|-82.5256|3
6471|El Jobean Park||26.9684829|-82.2097549|3
6472|Dyess Ditch Ramp Road||27.004931|-81.051761|0
6473|Dyess Ditch||27.0022|-81.053472|0
6474|Harney Pond Recreation Area||26.995853|-81.067581|0
6475|Harney Pond||26.99282|-81.06723|0
6476|Harney Pond Canal / C-41||27.000836|-81.068536|0
6477|Northlake Marine / Chappy's Outfitters||26.9817|-81.10384|0
6478|Lakeport||26.968622|-81.118011|0
6479|Old Sportsman's Village||26.92758|-81.12113|0
6480|Nicodemus Slough||26.923608|-81.122669|0
6481|Park Avenue||26.834711|-81.091233|2
6482|Lake Hicpochee||26.796114|-81.131292|0
6483|Sportsman's Village||26.835947|-81.087133|4
6484|Alvin L. Ward, Sr. Memorial Public Park||26.83922|-81.08102|2
6485|Uncle Joe's Fish Camp||26.811733|-80.984294|0
6486|Clewiston Recreation Area #1||26.76172|-80.92273|0
6487|Clewiston Recreation Area #2||26.76131|-80.92004|0
6488|Sportsman's Park||26.583936|-80.04745|0
6489|Boynton Beach Boat Club Park||26.54637|-80.0534|3
6490|Lake Ida Park - West||26.47944|-80.0841|3
6491|Lake Ida Park - East||26.47659|-80.08123|3.5
6493|Spanish River Park||26.37993|-80.07019|3
6494|Pionneer Park||26.322011|-80.096817|3
6495|Villages Of Hillsboro Park||26.327519|-80.160767|2
6496|Arthur R. Marshall Loxahatchee National Wildlife Refuge - Hillsboro Area||26.356122|-80.300069|3
6497|Winfield Park||26.258319|-80.210711|2
6498|Veteran's Memorial Park||26.229525|-80.254228|3
6499|Riverside Park||26.23003|-80.28121|3
6500|Donaldson Park||26.24136|-80.18056|2
6501|William J. Alsdorf Boat Launching Park||26.25183|-80.09155|3.5
6502|Oakland Park||26.164353|-80.130503|3.5
6503|Colohatchee Park||26.153947|-80.128844|3.5
6504|George English Park||26.138142|-80.116697|3.5
6505|Cooley's Landing||26.117106|-80.149675|4
6506|15th Street||26.103111|-80.122944|3
6507|Riverland Woods Park||26.088156|-80.200706|3.5
6508|Holland Park||26.019972|-80.119514|2.5
6509|Rotary Park||26.024811|-80.169772|3
6510|Snake Creek Canal / C-9||25.959994|-80.204897|2
6511|Haulover Park Marine Center||25.91684|-80.12374|2.5
6512|Legion Park||25.835367|-80.180311|1
6513|Morningside Park||25.82324|-80.17846|4
6514|Barry Kutun Boat Ramp At Maurice Gibb Memorial Park||25.793669|-80.145008|3
6515|Watson Island Park||25.783639|-80.172472|3
6516|Medley||25.87125|-80.3466|0
6517|Antonio Maceo Park||25.779528|-80.278619|3
6518|Snapper Creek Canal||25.69447|-80.35148|3
6519|Seminole||25.727383|-80.237731|3
6520|Gerry Curtis Park||25.79044|-80.23385|2
6521|Placida Park||26.8327617|-82.2695312|3
6522|Ainger Creek Park||26.930178|-82.336208|3
6523|Indian Mound Park||26.9573955|-82.3631973|3
6524|Manasota Beach||27.010375|-82.410622|3
6525|Port Charlotte Beach Park||26.962464|-82.113814|3
6526|Laishley Park||26.938603|-82.051603|3
6527|Ponce De Leon Park||26.909436|-82.095017|2.5
6528|Burnt Store Road||26.647208|-82.042272|3.5
6529|Matlacha Community Center & Park||26.627422|-82.069836|3.5
6532|Horton Park||26.607244|-81.91355|3
6534|Punta Rassa / Frizzell-Kontinos||26.484606|-82.010417|3
6535|Sanibel Causeway||26.453469|-82.035981|3
6536|Bayport Park||28.536183|-82.649719|3.5
6537|Rogers Park|Weeki Wachee River|28.531511|-82.626969|3.5
6538|Jenkins Creek Park||28.522919|-82.637744|3
6539|Robert J. Strickland Memorial Park||28.361433|-82.708317|3.5
6540|Chassahowitzka River Campground||28.714939|-82.577131|4
6541|Mason Creek||28.7604255|-82.6192855|3
6542|Macrae's Of Homosassa|Homosassa River|28.784992|-82.618547|3.5
6543|Pete's Pier||28.894142|-82.597025|3
6544|Bird's Underwater||28.899203|-82.596306|3
6545|Ozello Community Park||28.867681|-82.66535|4
6546|Fort Island Trail Park||28.903333|-82.634542|3
6547|Fort Island Gulf Beach||28.910931|-82.692225|3.5
6548|Lake Rousseau Rv & Fishing Resort||29.020911|-82.587244|0
6549|Florida Marine Patrol Station||29.012953|-82.66245|3
6550|Big Bass Village Fish Camp||29.035861|-82.592511|0
6551|Bullfrog Creek Bait & Tackle||27.8374881|-82.3820114|3
6552|E.G. Simmons Park||27.745769|-82.473489|3.5
6553|Sw 137th Street / C-100c||25.642611|-80.338072|3
6554|Black Creek / C-1||25.548939|-80.348464|0
6555|Glenn Garrett Memorial Park||25.398569|-80.572883|3
6556|Everglades National Park - Flamingo Bay||25.143833|-80.922681|3
6557|Everglades National Park - Bear Lake||25.17432|-80.92328|3.5
6558|Everglades National Park - Coot Bay Pond||25.182636|-80.898008|3
6559|Everglades National Park - West Lake||25.21475|-80.8504|3
6560|Everglades National Park - Hell's Bay||25.23243|-80.82328|3
6561|Everglades National Park - Nobel Hammock||25.235608|-80.81785|3.5
6562|Everglades National Park - 9-Mile Pond||25.253936|-80.797897|3
6563|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #1||25.761858|-80.502342|0
6564|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #2||25.76139|-80.54249|0
6565|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #3||25.76165|-80.604481|0
6566|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #4||25.763556|-80.673733|0
6567|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #5||25.767833|-80.673364|0
6568|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #6||25.762222|-80.6836|0
6569|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #7||25.762186|-80.729178|0
6570|Everglades & Francis S. Taylor Wildlife Management Area - Tamiami Trail #8||25.762097|-80.819175|0
6571|Big Cypress National Preserve - Turner River||25.891611|-81.270792|3.5
6572|Big Cypress National Preserve - Wildlife Check Station||25.891592|-81.309967|3
6573|Everglades & Francis S. Taylor Wildlife Management Area - Lox Road||26.35308|-80.29791|3.5
6574|John U. Lloyd Beach State Park||26.081239|-80.112597|3
6575|John Pennekamp Coral Reef State Park - Kayak Launch||25.124672|-80.404181|3
6576|Alabama Jack's||25.2917|-80.379431|0
6577|Barnes Sound #1||25.29|-80.37536|3
6578|Barnes Sound #2||25.284986|-80.361267|2.5
6579|Mosquito Creek||25.28271|-80.35401|0
6580|Card Sound Road||25.279461|-80.342792|0
6581|Steamboat Creek||25.283922|-80.33028|3
6582|Florida Bay Outfitters||25.1454|-80.39692|3.5
6583|Harry Harris Park||25.02475|-80.494383|3
6584|Tavernier||25.012547|-80.517694|3.5
6585|Indian Key Fill||24.88936|-80.67726|3
6586|Sandy Cove Marine Sales||24.856758|-80.729178|4
6587|Bay View Inn||24.790161|-80.889144|0
6588|Vaca Cut Gulfside||24.733239|-81.018072|2
6589|Aviation Boulevard||24.724794|-81.059147|0
6590|33rd Street||24.713656|-81.095683|0
6591|Little Duck Key||24.682386|-81.229436|0
6592|Bahia Honda State Park||24.65664|-81.27802|3.5
6593|Spanish Harbor Wayside Park||24.64949|-81.31759|3
6594|Big Pine Key - Koehns Avenue||24.71908|-81.37508|3
6595|Little Torch Key||24.675506|-81.394214|2.5
6596|Cudjoe Key - Blimp Road||24.69489|-81.49962|3.5
6597|Simonton Street||24.56201|-81.80556|3.5
6598|Stock Island||24.575011|-81.732292|3
6599|Shark Key||24.60133|-81.6472|3
6600|Markham Park - South Ramp||26.1255|-80.354808|3
6601|Markham Park - West Ramp||26.132615|-80.361486|3
6602|Alligator Alley #8||26.14689|-80.57131|2
6603|Alligator Alley #5||26.147639|-80.630783|0
6604|Alligator Alley #2||26.147017|-80.678011|0
6605|Watermelon Pond||29.5554|-82.606414|2
6606|Joe H. Anderson, Sr. Bridge||29.58885|-82.937942|0
6607|Purvis Landing||29.64932|-82.9577|3
6608|Turner Point Landing Park||29.693072|-82.957675|3
6609|Gornto Springs||29.780322|-82.939297|3
6610|Rock Bluff Springs||29.795231|-82.919039|0
6611|Suwannee Bluff||29.79943|-82.92761|0
6612|Hurst Landing||29.824956|-82.919875|3
6613|Sims Landing||29.854025|-82.887478|3
6614|Hatch Bend||29.883311|-82.888986|0
6615|Patrician Oaks|Suwannee River|29.976756|-82.961847|3.5
6616|Troy Springs State Park||30.006167|-82.996408|2.5
6617|Troy Spring Conservation Area - Walker Tract||30.01671|-83.00592|3
6618|Troy Spring Conservation Area - Ruth Spring Tract||30.00724|-82.98368|0
6619|Koon Lake / Townsend Pond||30.039586|-83.119956|0
6620|Hardenbergh||30.090464|-83.111786|3
6621|Hal W. Adams Bridge / State Road 51||30.098553|-83.170911|3
6622|Lafayette Blue Springs State Park||30.127236|-83.225903|3.5
6623|Allen Mill Pond||30.165889|-83.232222|3
6624|Mayo Junction / Sand Point||30.22716|-83.2409|3
6626|Boundary Bend||30.261661|-83.238122|3
6627|Suwannee Lake Fish Management Area||30.301036|-82.9318|0
6628|Woods Ferry Conservation Area||30.359481|-82.867297|3.5
6629|Hollingsworth Park / Royal Springs||30.083403|-83.074178|3
6630|Charles Spring Park||30.16638|-83.2306|0
6631|Charles Spring Conservation Area - Christian Tract||30.2149|-83.24326|0
6632|Timber River Trail||30.465294|-83.224092|3.5
6633|Highway 141||30.414053|-83.159372|0
6634|Fox Trail||30.414294|-82.962992|3
6635|Suwannee Canoe Outpost At Spirit Of The Suwannee Music Park & Campground|Suwannee River|30.405711|-82.949233|3.5
6636|Stephen Foster Folk Culture Center State Park||30.327506|-82.769258|3.5
6637|Highway 41 Bridge Park||30.326128|-82.739414|3.5
6638|Big Shoals Public Lands - Big Shoals Entrance||30.353861|-82.687242|2.5
6639|Watertown Lake||30.193303|-82.602961|0
6640|Lake Montgomery Fish Management Area||30.185717|-82.643728|0
6641|Alligator Lake Fish Management Area - North||30.175247|-82.632461|0
6642|Alligator Lake Fish Management Area - South||30.152969|-82.637122|0
6643|Santa Fe Canoe Outpost||29.852164|-82.6091|0
6644|Poe Springs Park||29.82634|-82.65366|3
6645|Ginnie Springs Outdoors, Inc.||29.837792|-82.703989|3.5
6646|108th Place||29.896461|-82.763436|2.5
6647|Wanamake||29.888667|-82.877781|3
6648|Wannee Landing||29.722136|-82.942758|2
6649|Log Landing||29.746992|-82.937683|3
6650|Eula Landing||29.70049|-82.93841|3
6651|Hart Springs Park||29.674278|-82.954531|3
6652|Coquina Key Park||27.73758|-82.63107|3.5
6653|Lake Maggiore Park||27.73411|-82.64766|2.5
6655|Commongood Park||27.719478|-82.435903|3.5
6656|Domino Drive||27.6938781|-82.4452056|3
6657|Bayview Park||26.102736|-81.784428|4
6658|Naples Landing||26.1355629|-81.7928237|3
6659|Delnor-Wiggins Pass State Park||26.277892|-81.825189|3
6660|Cocohatchee River Park||26.2936077|-81.8199615|3.5
6661|Melody Lane||26.353889|-81.855128|0
6662|Weeks Fish Camp||26.398775|-81.841986|3
6663|Imperial River||26.338542|-81.804886|3
6664|Chokoloskee Island Park||25.813753|-81.363625|3
6665|Glades Haven||25.8452339|-81.3842239|4
6666|Barron River Resort||25.870731|-81.382939|0
6667|Williams Park||27.860167|-82.38465|3.5
6668|Caxambas Park||25.9126415|-81.7170715|4
6669|Collier-Seminole State Park||25.988006|-81.594275|3
6670|Collier Boulevard Boating Park||25.980375|-81.703364|2.5
6671|Box-R Wildlife Management Area||29.76838|-85.0433|0
6672|Bay City Lodge||29.757106|-85.021172|0
6673|Apalachicola River Wildlife & Environmental Area - Bloody Bluff Rd.||29.87335|-85.01095|0
6674|John B. Meyer Harbor House||29.73427|-84.99405|0
6675|B-9 Marine||29.730747|-84.986072|0
6676|Apalachicola River Wildlife & Environmental Area - Graham Creek||29.853567|-84.973219|0
6677|Apalachicola River Wildlife & Environmental Area - Doyle Creek||29.823653|-84.904417|0
6678|Old Ferry Dock Road||29.738197|-84.900297|0
6679|Apalachicola River Wildlife & Environmental Area - Whiskey George Creek||29.82586|-84.89803|0
6680|Bryant's Landing||29.82899|-84.88693|0
6681|Eastpoint||29.735381|-84.880264|5
6682|St. George Island Bridge West||29.665269|-84.864986|3
6683|St. George Island Bridge East||29.66673|-84.86459|3.5
6684|Tate's Hell State Forest - Cash Creek||29.816611|-84.836925|3
6685|Dr. Julian G. Bruce St. George Island State Park - Youth Camping Area||29.694094|-84.788564|3
6686|The Moorings||29.852306|-84.675083|0
6687|Timber Island||29.846008|-84.666211|2.5
6688|Pine Log / Crooked Creek||29.927744|-84.625592|3
6689|Lanark Village||29.880489|-84.595811|3.5
6690|Cow Creek / Ochlockonee River||29.985914|-84.488225|0
6691|Saint Teresa||29.92365|-84.41407|3
6692|Ochlockonee Bay||29.961039|-84.384875|0
6693|Sun & Sands Boulevard||29.912075|-84.367564|3
6694|Sopchoppy City Park||30.05093|-84.4993|5
6695|Ochlockonee River State Park||29.99948|-84.48072|4
6696|Brothers Three||29.990789|-84.43139|3.5
6697|St. Marks National Wildlife Refuge - Otter Lake||30.02385|-84.41744|0
6698|Lake Ellen||30.109081|-84.399544|0
6699|Port Panacea||30.021939|-84.385828|0
6700|Levy Bay Road||30.005939|-84.383092|0
6701|St. Marks National Wildlife Refuge - Bottoms Road||30.01601|-84.3683|3.5
6702|Mash Island Park||29.97257|-84.34589|0
6703|Spring Creek Fish Camp||30.079067|-84.329533|0
6704|St. Marks National Wildlife Refuge - Wakulla Beach||30.10505|-84.2616|3.5
6705|Shell Island Fish Camp|Wakulla River|30.15898|-84.21644|3.5
6706|Old Fort Road||30.15146|-84.20991|3
6707|St. Marks National Wildlife Refuge - Lighthouse||30.07862|-84.17792|3
6708|Newport Park|St Marks River|30.199219|-84.177658|3.5
6709|St. Marks National Wildlife Refuge - East River Pool||30.12929|-84.14585|3
6710|Nutal Rise / Aucilla Landing||30.147572|-83.968814|3.5
6711|Econfina River||30.14253|-83.86578|0
6712|St. Marks National Wildlife Refuge - Aucilla River||30.11654|-83.97943|3
6713|Econfina River State Park||30.058772|-83.907|0
6714|Big Bend Wildlife Management Area - Hickory Mound (Hickory Mound Unit)||30.020233|-83.870242|3
6715|Fenholloway River||30.0095|-83.779353|0
6716|Big Bend Wildlife Management Area - Spring Creek (Spring Creek Unit)||29.97241|-83.74511|0
6717|Keaton Beach||29.82967|-83.59309|3
6718|Dark Island||29.803864|-83.588589|0
6719|Big Bend Wildlife Management Area - Hagen's Cove (Tide Swamp Unit)||29.772472|-83.579797|3
6720|Big Bend Wildlife Management Area - Dallus Creek (Tide Swamp Unit)||29.72154|-83.48636|0
6721|Jena||29.670069|-83.389086|0
6722|Mack Valentine Road||29.66488|-83.36632|0
6723|Big Bend Wildlife Management Area - Rocky Creek (Jena Unit)||29.59637|-83.39009|2.5
6724|John O. Green Park / Hinton Landing||29.55801|-82.94993|3
6725|New Pine Landing||29.5293|-82.97747|3
6726|Big Bend Wildlife Management Area - Cow Creek (Jena Unit)||29.52407|-83.37391|0
6727|Butler & Douglas Memorial Park||29.439983|-83.292906|3
6728|Yellow Jacket Landing||29.46397|-83.00064|3
6729|Lower Suwannee National Wildlife Refuge - Shired Island||29.398808|-83.204792|3
6730|Suwannee||29.32865|-83.1499|0
6731|New Clay Landing||29.51808|-82.97018|0
6732|Manatee Springs State Park||29.488733|-82.980658|3
6733|Manatee Springs State Park - Usher Landing||29.481242|-82.982711|0
6734|Suwannee River||29.463464|-82.986589|0
6735|Fowler's Bluff||29.39632|-83.02625|3
6736|Lower Suwannee National Wildlife Refuge - South Entrance||29.290611|-83.062631|2.5
6737|Waccasassa Park||29.213806|-82.763589|2.5
6738|Shell Mound Park||29.20998|-83.06323|2.5
6739|Cedar Key Municipal Ramp||29.135902|-83.029973|3.5
6740|Allen Park||29.041569|-82.737678|3.5
6741|Lake Rousseau||29.0332|-82.574133|0
6742|Yankeetown||29.001372|-82.761617|3.5
6743|Jonathan Dickinson State Park||26.98807|-80.14275|3.5
6744|Jimmy Graham Park||27.10153|-80.14173|3.5
6745|St. Lucie Lock Recreation Area||27.11005|-80.28552|2.5
